,name,party,state,chamber,year,net_worth,pct_change
3933,Beto O'Rourke (D-Texas),D,Texas,House,2014,9502512,0.2012461846813336
4436,Beto O'Rourke (D-Texas),D,Texas,House,2015,8952012,-0.057932049967419186
4978,Beto O'Rourke (D-Texas),D,Texas,House,2016,9309512,0.03993515647655532
5522,Beto O'Rourke (D-Texas),D,Texas,House,2017,6667013,-0.2838493575173435
1171,Betsy Markey (D-Colo),D,Colo,House,2009,3238507,
1766,Betsy Markey (D-Colo),D,Colo,House,2010,3139006,-0.030724343038319835
934,Betty McCollum (D-Minn),D,Minn,House,2008,96006,
1513,Betty McCollum (D-Minn),D,Minn,House,2009,112505,0.17185384246817903
2109,Betty McCollum (D-Minn),D,Minn,House,2010,88005,-0.21776809919559126
2674,Betty McCollum (D-Minn),D,Minn,House,2011,88005,0.0
3225,Betty McCollum (D-Minn),D,Minn,House,2012,112505,0.2783932731094825
3779,Betty McCollum (D-Minn),D,Minn,House,2013,137005,0.21776809919559126
4296,Betty McCollum (D-Minn),D,Minn,House,2014,137005,0.0
4839,Betty McCollum (D-Minn),D,Minn,House,2015,137005,0.0
5401,Betty McCollum (D-Minn),D,Minn,House,2016,-412995,-4.014452027298274
5831,Betty McCollum (D-Minn),D,Minn,House,2017,137005,-1.3317352510320948
391,Betty McCollum (D-Minn),D,Minn,House,2018,32002,-0.7664172840407284
760,Betty Sue Sutton (D-Ohio),D,Ohio,House,2008,673512,
1373,Betty Sue Sutton (D-Ohio),D,Ohio,House,2009,606011,-0.10022241623014883
1956,Betty Sue Sutton (D-Ohio),D,Ohio,House,2010,613511,0.012376012976662132
2561,Betty Sue Sutton (D-Ohio),D,Ohio,House,2011,438511,-0.28524345936747675
3085,Betty Sue Sutton (D-Ohio),D,Ohio,House,2012,628511,0.43328445580612573
1765,Bill Cassidy (R-La),R,La,House,2010,3180528,
2396,Bill Cassidy (R-La),R,La,House,2011,1838529,-0.4219422058224295
2979,Bill Cassidy (R-La),R,La,House,2012,1592030,-0.13407403418711372
4577,Bill Cassidy (R-La),R,La,Senate,2015,2004021,0.25878344001055265
5113,Bill Cassidy (R-La),R,La,Senate,2016,1473056,-0.26494981839012666
5647,Bill Cassidy (R-La),R,La,Senate,2017,1569030,0.06515298807377312
427,Bill Cassidy (R-La),R,La,Senate,2018,-1115970,-1.7112483508919523
833,Bill Delahunt (D-Mass),D,Mass,House,2008,383001,
1424,Bill Delahunt (D-Mass),D,Mass,House,2009,383001,0.0
2014,Bill Delahunt (D-Mass),D,Mass,House,2010,375501,-0.01958219430236474
2245,Bill Flores (R-Texas),R,Texas,House,2011,8274507,
2809,Bill Flores (R-Texas),R,Texas,House,2012,8922263,0.07828333458416314
3369,Bill Flores (R-Texas),R,Texas,House,2013,9158264,0.026450800654497675
3946,Bill Flores (R-Texas),R,Texas,House,2014,7269005,-0.2062900785563727
4468,Bill Flores (R-Texas),R,Texas,House,2015,5951505,-0.18124901551175165
4970,Bill Flores (R-Texas),R,Texas,House,2016,11097163,0.8645977782090413
5508,Bill Flores (R-Texas),R,Texas,House,2017,7357692,-0.3369754053355799
130,Bill Flores (R-Texas),R,Texas,House,2018,3490195,-0.5256399697078922
470,Bill Foster (D-Ill),D,Ill,House,2008,17746012,
1045,Bill Foster (D-Ill),D,Ill,House,2009,18696011,0.05353309802788364
1638,Bill Foster (D-Ill),D,Ill,House,2010,18196011,-0.02674367275457845
3345,Bill Foster (D-Ill),D,Ill,House,2013,18790510,0.032671941119402526
3901,Bill Foster (D-Ill),D,Ill,House,2014,20443017,0.08794370136840346
4403,Bill Foster (D-Ill),D,Ill,House,2015,20910516,0.022868395599338287
4948,Bill Foster (D-Ill),D,Ill,House,2016,21770517,0.041127679489114444
5466,Bill Foster (D-Ill),D,Ill,House,2017,22588017,0.03755078485274366
37,Bill Foster (D-Ill),D,Ill,House,2018,14130518,-0.3744241471041925
2489,Bill Huizenga (R-Mich),R,Mich,House,2011,798135,
3043,Bill Huizenga (R-Mich),R,Mich,House,2012,878508,0.10070100922776226
3629,Bill Huizenga (R-Mich),R,Mich,House,2013,695507,-0.2083088600217642
4144,Bill Huizenga (R-Mich),R,Mich,House,2014,863507,0.2415504085508844
4660,Bill Huizenga (R-Mich),R,Mich,House,2015,895507,0.03705818250460036
5148,Bill Huizenga (R-Mich),R,Mich,House,2016,1047009,0.1691801404120794
5666,Bill Huizenga (R-Mich),R,Mich,House,2017,1355511,0.29465076231436416
197,Bill Huizenga (R-Mich),R,Mich,House,2018,1498511,0.10549527078717924
2555,Bill Johnson (R-Ohio),R,Ohio,House,2011,458021,
3122,Bill Johnson (R-Ohio),R,Ohio,House,2012,460523,0.005462631626060865
3654,Bill Johnson (R-Ohio),R,Ohio,House,2013,604011,0.3115761862056836
4162,Bill Johnson (R-Ohio),R,Ohio,House,2014,709014,0.17384286047770647
4696,Bill Johnson (R-Ohio),R,Ohio,House,2015,668515,-0.0571201697004573
5379,Bill Johnson (R-Ohio),R,Ohio,House,2016,-72486,-1.1084283823100454
5706,Bill Johnson (R-Ohio),R,Ohio,House,2017,873519,-13.050864994619651
233,Bill Johnson (R-Ohio),R,Ohio,House,2018,948518,0.08585846444095657
2394,Bill Keating (D-Mass),D,Mass,House,2011,1859524,
2962,Bill Keating (D-Mass),D,Mass,House,2012,1791024,-0.036837384190792966
3506,Bill Keating (D-Mass),D,Mass,House,2013,2070018,0.15577345697210077
4048,Bill Keating (D-Mass),D,Mass,House,2014,2602020,0.25700356228786414
4550,Bill Keating (D-Mass),D,Mass,House,2015,2682017,0.03074419105156756
5316,Bill Keating (D-Mass),D,Mass,House,2016,0,-1.0
5597,Bill Keating (D-Mass),D,Mass,House,2017,2893019,
146,Bill Keating (D-Mass),D,Mass,House,2018,2940021,0.016246695925605792
552,Bill Nelson (D-Fla),D,Fla,Senate,2008,4025005,
1144,Bill Nelson (D-Fla),D,Fla,Senate,2009,3866003,-0.03950355341173484
1739,Bill Nelson (D-Fla),D,Fla,Senate,2010,3765503,-0.025995841182740898
2317,Bill Nelson (D-Fla),D,Fla,Senate,2011,3432503,-0.08843440039750339
2883,Bill Nelson (D-Fla),D,Fla,Senate,2012,3757502,0.09468280144256247
3494,Bill Nelson (D-Fla),D,Fla,Senate,2013,2322502,-0.3819026576699094
4053,Bill Nelson (D-Fla),D,Fla,Senate,2014,2349011,0.011413983712392994
4509,Bill Nelson (D-Fla),D,Fla,Senate,2015,3682014,0.5674741412449751
5048,Bill Nelson (D-Fla),D,Fla,Senate,2016,3672016,-0.0027153617558216547
1153,Bill Owens (D-NY),D,NY,House,2009,3661013,
1750,Bill Owens (D-NY),D,NY,House,2010,3530018,-0.03578108026385052
2368,Bill Owens (D-NY),D,NY,House,2011,2463016,-0.3022653142278595
2957,Bill Owens (D-NY),D,NY,House,2012,1831004,-0.2566008503395837
3502,Bill Owens (D-NY),D,NY,House,2013,2105021,0.14965396034088396
583,Bill Pascrell Jr (D-NJ),D,NJ,House,2008,3142023,
1172,Bill Pascrell Jr (D-NJ),D,NJ,House,2009,3200521,0.018617941370893787
1756,Bill Pascrell Jr (D-NJ),D,NJ,House,2010,3386520,0.058115225614829624
2334,Bill Pascrell Jr (D-NJ),D,NJ,House,2011,3085518,-0.08888239254455899
2906,Bill Pascrell Jr (D-NJ),D,NJ,House,2012,2991019,-0.030626624119515777
3473,Bill Pascrell Jr (D-NJ),D,NJ,House,2013,3050519,0.01989288600306449
4030,Bill Pascrell Jr (D-NJ),D,NJ,House,2014,3048521,-0.0006549705148534146
4472,Bill Pascrell Jr (D-NJ),D,NJ,House,2015,5492019,0.8015355642949482
5012,Bill Pascrell Jr (D-NJ),D,NJ,House,2016,5842520,0.0638200632590673
5536,Bill Pascrell Jr (D-NJ),D,NJ,House,2017,5732020,-0.018913071756707756
91,Bill Pascrell Jr (D-NJ),D,NJ,House,2018,5757020,0.004361464195868026
1383,Bill Posey (R-Fla),R,Fla,House,2009,547505,
1973,Bill Posey (R-Fla),R,Fla,House,2010,523005,-0.04474844978584669
2506,Bill Posey (R-Fla),R,Fla,House,2011,698006,0.33460674372137933
3067,Bill Posey (R-Fla),R,Fla,House,2012,698006,0.0
3635,Bill Posey (R-Fla),R,Fla,House,2013,679505,-0.026505502818027327
4188,Bill Posey (R-Fla),R,Fla,House,2014,607505,-0.10595948521350096
4732,Bill Posey (R-Fla),R,Fla,House,2015,495004,-0.1851853071168138
5201,Bill Posey (R-Fla),R,Fla,House,2016,532004,0.07474687073235775
5737,Bill Posey (R-Fla),R,Fla,House,2017,607004,0.14097638363621323
249,Bill Posey (R-Fla),R,Fla,House,2018,807004,0.3294871203484655
686,Bill Shuster (R-Pa),R,Pa,House,2008,1160014,
1275,Bill Shuster (R-Pa),R,Pa,House,2009,1259016,0.08534552169197962
1872,Bill Shuster (R-Pa),R,Pa,House,2010,1214516,-0.03534506312866559
2439,Bill Shuster (R-Pa),R,Pa,House,2011,1222016,0.006175299460855266
3013,Bill Shuster (R-Pa),R,Pa,House,2012,1136513,-0.06996880564575259
3581,Bill Shuster (R-Pa),R,Pa,House,2013,1101515,-0.030794192411349397
4128,Bill Shuster (R-Pa),R,Pa,House,2014,1045510,-0.05084361084506339
4721,Bill Shuster (R-Pa),R,Pa,House,2015,554018,-0.47009784698376866
5198,Bill Shuster (R-Pa),R,Pa,House,2016,553517,-0.0009043027482861232
5724,Bill Shuster (R-Pa),R,Pa,House,2017,683016,0.23395668064395503
2370,Billy Long (R-Mo),R,Mo,House,2011,2351516,
2921,Billy Long (R-Mo),R,Mo,House,2012,2718518,0.15607038183027466
3511,Billy Long (R-Mo),R,Mo,House,2013,2011517,-0.2600685373427728
3969,Billy Long (R-Mo),R,Mo,House,2014,5069549,1.520261573727689
4564,Billy Long (R-Mo),R,Mo,House,2015,2358044,-0.5348611878492544
5074,Billy Long (R-Mo),R,Mo,House,2016,2983521,0.26525247196405166
5595,Billy Long (R-Mo),R,Mo,House,2017,2992022,0.002849317970277321
152,Billy Long (R-Mo),R,Mo,House,2018,2783022,-0.06985242755567977
1168,Blaine Luetkemeyer (R-Mo),R,Mo,House,2009,3283001,
1754,Blaine Luetkemeyer (R-Mo),R,Mo,House,2010,3407501,0.03792262018805359
2515,Blaine Luetkemeyer (R-Mo),R,Mo,House,2011,641002,-0.8118850148539942
2879,Blaine Luetkemeyer (R-Mo),R,Mo,House,2012,3808003,4.940703773155154
3444,Blaine Luetkemeyer (R-Mo),R,Mo,House,2013,3808003,0.0
3910,Blaine Luetkemeyer (R-Mo),R,Mo,House,2014,15765503,3.140097316099803
4415,Blaine Luetkemeyer (R-Mo),R,Mo,House,2015,15765503,0.0
4958,Blaine Luetkemeyer (R-Mo),R,Mo,House,2016,15808003,0.002695759215548099
5474,Blaine Luetkemeyer (R-Mo),R,Mo,House,2017,15908003,0.006325909730659829
123,Blaine Luetkemeyer (R-Mo),R,Mo,House,2018,3765503,-0.7632950534394544
2207,Blake Farenthold (R-Texas),R,Texas,House,2011,24047548,
2872,Blake Farenthold (R-Texas),R,Texas,House,2012,4203046,-0.8252193529252961
3382,Blake Farenthold (R-Texas),R,Texas,House,2013,6933423,0.6496186337242087
3951,Blake Farenthold (R-Texas),R,Texas,House,2014,6601787,-0.04783149679458476
4470,Blake Farenthold (R-Texas),R,Texas,House,2015,5789824,-0.12299139611744514
5017,Blake Farenthold (R-Texas),R,Texas,House,2016,5400330,-0.06727216578604112
112,Blake Farenthold (R-Texas),R,Texas,House,2018,4405582,-0.184201335844291
676,Blanche Lincoln (D-Ark),D,Ark,Senate,2008,1319008,
1256,Blanche Lincoln (D-Ark),D,Ark,Senate,2009,1468008,0.11296368179722949
1819,Blanche Lincoln (D-Ark),D,Ark,Senate,2010,1868008,0.2724780791385333
844,Bob Casey (D-Pa),D,Pa,Senate,2008,351509,
1429,Bob Casey (D-Pa),D,Pa,Senate,2009,369010,0.04978819887968733
2020,Bob Casey (D-Pa),D,Pa,Senate,2010,361009,-0.021682339231999137
2560,Bob Casey (D-Pa),D,Pa,Senate,2011,445508,0.23406341670152275
3099,Bob Casey (D-Pa),D,Pa,Senate,2012,544508,0.222218231771371
3619,Bob Casey (D-Pa),D,Pa,Senate,2013,743509,0.36546937786038036
4171,Bob Casey (D-Pa),D,Pa,Senate,2014,668509,-0.1008730223843961
4704,Bob Casey (D-Pa),D,Pa,Senate,2015,636508,-0.04786921342868977
5215,Bob Casey (D-Pa),D,Pa,Senate,2016,452507,-0.2890788489696908
5733,Bob Casey (D-Pa),D,Pa,Senate,2017,621010,0.3723765599206199
270,Bob Casey (D-Pa),D,Pa,Senate,2018,609007,-0.019328191172444886
447,Bob Corker (R-Tenn),R,Tenn,Senate,2008,52345517,
1025,Bob Corker (R-Tenn),R,Tenn,Senate,2009,50717522,-0.031100944136247644
1616,Bob Corker (R-Tenn),R,Tenn,Senate,2010,59550022,0.1741508585533813
2194,Bob Corker (R-Tenn),R,Tenn,Senate,2011,45289509,-0.23947116257992318
2758,Bob Corker (R-Tenn),R,Tenn,Senate,2012,49114509,0.08445664535687514
3310,Bob Corker (R-Tenn),R,Tenn,Senate,2013,56862564,0.15775491107933104
3882,Bob Corker (R-Tenn),R,Tenn,Senate,2014,45475031,-0.20026414918609725
4375,Bob Corker (R-Tenn),R,Tenn,Senate,2015,69450025,0.5272122629229214
4921,Bob Corker (R-Tenn),R,Tenn,Senate,2016,64967523,-0.06454284213720585
4499,Bob Dold (R-Ill),R,Ill,House,2015,4084511,
851,Bob Etheridge (D-NC),D,NC,House,2008,328509,
1370,Bob Etheridge (D-NC),D,NC,House,2009,622037,0.8935158549689659
2004,Bob Etheridge (D-NC),D,NC,House,2010,414018,-0.334415798417136
737,Bob Filner (D-Calif),D,Calif,House,2008,781010,
1338,Bob Filner (D-Calif),D,Calif,House,2009,773010,-0.01024314669466464
1939,Bob Filner (D-Calif),D,Calif,House,2010,742008,-0.04010556137695498
2495,Bob Filner (D-Calif),D,Calif,House,2011,766508,0.03301851192979055
3073,Bob Filner (D-Calif),D,Calif,House,2012,675008,-0.11937253101076573
2419,Bob Gibbs (R-Ohio),R,Ohio,House,2011,1507524,
2980,Bob Gibbs (R-Ohio),R,Ohio,House,2012,1573525,0.04378106086536593
3501,Bob Gibbs (R-Ohio),R,Ohio,House,2013,2143030,0.36192942597035316
4054,Bob Gibbs (R-Ohio),R,Ohio,House,2014,2326033,0.0853945115094048
4584,Bob Gibbs (R-Ohio),R,Ohio,House,2015,1804533,-0.2242014623180325
5086,Bob Gibbs (R-Ohio),R,Ohio,House,2016,2363531,0.30977432942484295
5596,Bob Gibbs (R-Ohio),R,Ohio,House,2017,2910534,0.23143466279900715
145,Bob Gibbs (R-Ohio),R,Ohio,House,2018,2947531,0.012711413094641744
661,Bob Goodlatte (R-Va),R,Va,House,2008,1413522,
1231,Bob Goodlatte (R-Va),R,Va,House,2009,1775022,0.25574416245378573
1816,Bob Goodlatte (R-Va),R,Va,House,2010,1884522,0.06168937624435067
2381,Bob Goodlatte (R-Va),R,Va,House,2011,2135021,0.13292442327550424
2941,Bob Goodlatte (R-Va),R,Va,House,2012,2303520,0.07892147196678634
3471,Bob Goodlatte (R-Va),R,Va,House,2013,3063021,0.32971322150448
4005,Bob Goodlatte (R-Va),R,Va,House,2014,3563525,0.1634020791891404
4517,Bob Goodlatte (R-Va),R,Va,House,2015,3406023,-0.044198370995012004
5053,Bob Goodlatte (R-Va),R,Va,House,2016,3513523,0.03156173637112847
5558,Bob Goodlatte (R-Va),R,Va,House,2017,4437525,0.26298447455730334
786,Bob Inglis (R-SC),R,SC,House,2008,571513,
1405,Bob Inglis (R-SC),R,SC,House,2009,448002,-0.2161123194048079
2105,Bob Inglis (R-SC),R,SC,House,2010,97501,-0.7823648108713801
1715,Bobby Bright (D-Ala),D,Ala,House,2010,4833519,
985,Bobby L Rush (D-Ill),D,Ill,House,2008,0,
1573,Bobby L Rush (D-Ill),D,Ill,House,2009,0,
2148,Bobby L Rush (D-Ill),D,Ill,House,2010,0,
2587,Bobby L Rush (D-Ill),D,Ill,House,2011,375000,
3146,Bobby L Rush (D-Ill),D,Ill,House,2012,375000,0.0
3703,Bobby L Rush (D-Ill),D,Ill,House,2013,375000,0.0
4334,Bobby L Rush (D-Ill),D,Ill,House,2014,0,-1.0
4760,Bobby L Rush (D-Ill),D,Ill,House,2015,375000,
5231,Bobby L Rush (D-Ill),D,Ill,House,2016,375000,0.0
5936,Bobby L Rush (D-Ill),D,Ill,House,2017,-2250000,-7.0
430,Bobby L Rush (D-Ill),D,Ill,House,2018,-2250000,0.0
1125,"Bobby Neal Bright, Sr (D-Ala)",D,Ala,House,2009,4849520,
2553,Bobby Schilling (R-Ill),R,Ill,House,2011,466503,
3205,Bobby Schilling (R-Ill),R,Ill,House,2012,183502,-0.6066434728179668
2572,Bobby Scott (D-Va),D,Va,House,2011,414531,
3286,Bobby Scott (D-Va),D,Va,House,2012,-154973,-1.3738514128014552
3679,Bobby Scott (D-Va),D,Va,House,2013,479530,-4.094280939260387
4111,Bobby Scott (D-Va),D,Va,House,2014,1191038,1.4837611828248494
4726,Bobby Scott (D-Va),D,Va,House,2015,516033,-0.5667367455950187
5355,Bobby Scott (D-Va),D,Va,House,2016,0,-1.0
5715,Bobby Scott (D-Va),D,Va,House,2017,782531,
201,Bobby Scott (D-Va),D,Va,House,2018,1422035,0.8172251322950783
4694,Bonnie Coleman (D-NJ),D,NJ,House,2015,682501,
5334,Bonnie Coleman (D-NJ),D,NJ,House,2016,0,-1.0
5723,Bonnie Coleman (D-NJ),D,NJ,House,2017,685000,
266,Bonnie Coleman (D-NJ),D,NJ,House,2018,642500,-0.062043795620437936
4481,Brad Ashford (D-Neb),D,Neb,House,2015,4915561,
829,Brad Ellsworth (D-Ind),D,Ind,House,2008,388014,
1401,Brad Ellsworth (D-Ind),D,Ind,House,2009,453513,0.1688057647404475
1969,Brad Ellsworth (D-Ind),D,Ind,House,2010,545013,0.20175827374297972
893,Brad Miller (D-NC),D,NC,House,2008,197510,
1479,Brad Miller (D-NC),D,NC,House,2009,210015,0.06331324996202725
2052,Brad Miller (D-NC),D,NC,House,2010,248514,0.18331547746589538
2665,Brad Miller (D-NC),D,NC,House,2011,106522,-0.5713641887378578
3159,Brad Miller (D-NC),D,NC,House,2012,328519,2.0840483655958395
3341,Brad Schneider (D-Ill),D,Ill,House,2013,21940815,
5461,Brad Schneider (D-Ill),D,Ill,House,2017,28634089,0.3050604091051312
25,Brad Schneider (D-Ill),D,Ill,House,2018,27159082,-0.051512272662140535
640,Brad Sherman (D-Calif),D,Calif,House,2008,1582006,
1243,Brad Sherman (D-Calif),D,Calif,House,2009,1665507,0.05278172143468485
1830,Brad Sherman (D-Calif),D,Calif,House,2010,1731008,0.03932796439762787
2425,Brad Sherman (D-Calif),D,Calif,House,2011,1446508,-0.1643551040780863
3028,Brad Sherman (D-Calif),D,Calif,House,2012,981007,-0.32181018010270246
3618,Brad Sherman (D-Calif),D,Calif,House,2013,748506,-0.23700238632344117
3991,Brad Sherman (D-Calif),D,Calif,House,2014,4215006,4.631225400998789
4496,Brad Sherman (D-Calif),D,Calif,House,2015,4184506,-0.007236051384031272
5059,Brad Sherman (D-Calif),D,Calif,House,2016,3430006,-0.18030802202219331
5586,Brad Sherman (D-Calif),D,Calif,House,2017,3364007,-0.01924165730322336
59,Brad Sherman (D-Calif),D,Calif,House,2018,8427016,1.5050530513164806
3483,Brad Wenstrup (R-Ohio),R,Ohio,House,2013,2784018,
3987,Brad Wenstrup (R-Ohio),R,Ohio,House,2014,4275030,0.5355611924922898
4464,Brad Wenstrup (R-Ohio),R,Ohio,House,2015,6190532,0.44806749894152786
5021,Brad Wenstrup (R-Ohio),R,Ohio,House,2016,5088534,-0.17801345667868285
5537,Brad Wenstrup (R-Ohio),R,Ohio,House,2017,5680037,0.1162423204797296
90,Brad Wenstrup (R-Ohio),R,Ohio,House,2018,5917032,0.04172420003602095
3548,Bradley Byrne (R-Ala),R,Ala,House,2013,1491033,
4104,Bradley Byrne (R-Ala),R,Ala,House,2014,1327525,-0.10966088611050195
4642,Bradley Byrne (R-Ala),R,Ala,House,2015,1077525,-0.18832037061448936
5189,Bradley Byrne (R-Ala),R,Ala,House,2016,682011,-0.3670578408853623
5646,Bradley Byrne (R-Ala),R,Ala,House,2017,1574515,1.3086357844668193
210,Bradley Byrne (R-Ala),R,Ala,House,2018,1230518,-0.2184780710250458
4637,Brenda Lawrence (D-Mich),D,Mich,House,2015,1116009,
5142,Brenda Lawrence (D-Mich),D,Mich,House,2016,1065509,-0.04525053113370947
5682,Brenda Lawrence (D-Mich),D,Mich,House,2017,1108009,0.03988703990299469
216,Brenda Lawrence (D-Mich),D,Mich,House,2018,1173010,0.05866468593666663
4891,Brendan Boyle (D-Pa),D,Pa,House,2015,-137498,
5322,Brendan Boyle (D-Pa),D,Pa,House,2016,0,-1.0
5781,Brendan Boyle (D-Pa),D,Pa,House,2017,333001,
325,Brendan Boyle (D-Pa),D,Pa,House,2018,295001,-0.1141137714301158
2523,Brett Guthrie (R-Ky),R,Ky,House,2011,613514,
2992,Brett Guthrie (R-Ky),R,Ky,House,2012,1378515,1.2469169407707077
3549,Brett Guthrie (R-Ky),R,Ky,House,2013,1486515,0.07834517578698819
3974,Brett Guthrie (R-Ky),R,Ky,House,2014,4794516,2.2253398048455617
4548,Brett Guthrie (R-Ky),R,Ky,House,2015,2769517,-0.4223573349218148
5078,Brett Guthrie (R-Ky),R,Ky,House,2016,2870012,0.03628611053840802
65,Brett Guthrie (R-Ky),R,Ky,House,2018,7663010,1.67002716364949
4560,Brian Babin (R-Texas),R,Texas,House,2015,2463043,
5090,Brian Babin (R-Texas),R,Texas,House,2016,2202046,-0.10596526329422584
5628,Brian Babin (R-Texas),R,Texas,House,2017,2126546,-0.03428629556330798
167,Brian Babin (R-Texas),R,Texas,House,2018,2287551,0.07571197613406899
709,Brian Baird (D-Wash),D,Wash,House,2008,959510,
1160,Brian Baird (D-Wash),D,Wash,House,2009,3547007,2.6966858083813614
2005,Brian Baird (D-Wash),D,Wash,House,2010,413505,-0.8834214310826001
5881,Brian Fitzpatrick (R-Pa),R,Pa,House,2017,-100000,
417,Brian Fitzpatrick (R-Pa),R,Pa,House,2018,-124500,0.2450000000000001
911,Brian M Higgins (D-NY),D,NY,House,2008,170505,
1490,Brian M Higgins (D-NY),D,NY,House,2009,170505,0.0
2091,Brian M Higgins (D-NY),D,NY,House,2010,146005,-0.14369080085627983
2655,Brian M Higgins (D-NY),D,NY,House,2011,130006,-0.10957843909455156
3251,Brian M Higgins (D-NY),D,NY,House,2012,32004,-0.7538267464578559
3818,Brian M Higgins (D-NY),D,NY,House,2013,8503,-0.7343144606924135
4328,Brian M Higgins (D-NY),D,NY,House,2014,16003,0.8820416323650477
4890,Brian M Higgins (D-NY),D,NY,House,2015,-126997,-8.935824532900082
5386,Brian M Higgins (D-NY),D,NY,House,2016,-134998,0.06300148822413121
5883,Brian M Higgins (D-NY),D,NY,House,2017,-118997,-0.11852768189158358
377,Brian M Higgins (D-NY),D,NY,House,2018,64004,-1.5378622990495558
5921,Brian Mast (R-Fla),R,Fla,House,2017,-553799,
309,Brian Mast (R-Fla),R,Fla,House,2018,370702,-1.6693800458289019
787,Brian P Bilbray (R-Calif),R,Calif,House,2008,567006,
1440,Brian P Bilbray (R-Calif),R,Calif,House,2009,319628,-0.43628815215359273
1867,Brian P Bilbray (R-Calif),R,Calif,House,2010,1272509,2.9812187918455204
2387,Brian P Bilbray (R-Calif),R,Calif,House,2011,1975871,0.5527363657152915
2968,Brian P Bilbray (R-Calif),R,Calif,House,2012,1695088,-0.142105937077876
3161,Brian Schatz (D-Hawaii),D,Hawaii,Senate,2012,319508,
3724,Brian Schatz (D-Hawaii),D,Hawaii,Senate,2013,309508,-0.03129812086082351
4279,Brian Schatz (D-Hawaii),D,Hawaii,Senate,2014,195507,-0.3683297362265273
4815,Brian Schatz (D-Hawaii),D,Hawaii,Senate,2015,195507,0.0
5409,Brian Schatz (D-Hawaii),D,Hawaii,Senate,2016,-586993,-4.0024142358074135
5924,Brian Schatz (D-Hawaii),D,Hawaii,Senate,2017,-596993,0.01703597828253489
424,Brian Schatz (D-Hawaii),D,Hawaii,Senate,2018,-554493,-0.07119011445695345
837,Bruce Braley (D-Iowa),D,Iowa,House,2008,369508,
1409,Bruce Braley (D-Iowa),D,Iowa,House,2009,434010,0.17456184981110012
1996,Bruce Braley (D-Iowa),D,Iowa,House,2010,436509,0.005757931844888375
2543,Bruce Braley (D-Iowa),D,Iowa,House,2011,504510,0.15578372954509523
3049,Bruce Braley (D-Iowa),D,Iowa,House,2012,839536,0.6640621593229075
3624,Bruce Braley (D-Iowa),D,Iowa,House,2013,710510,-0.1536872748756456
4161,Bruce Braley (D-Iowa),D,Iowa,House,2014,735010,0.034482273296646104
4429,Bruce Poliquin (R-Maine),R,Maine,House,2015,11633007,
4965,Bruce Poliquin (R-Maine),R,Maine,House,2016,12183007,0.04727926322059295
5477,Bruce Poliquin (R-Maine),R,Maine,House,2017,14223507,0.16748738632424653
4714,Bruce Westerman (R-Ark),R,Ark,House,2015,583594,
5182,Bruce Westerman (R-Ark),R,Ark,House,2016,733518,0.25689777482290777
